year,country_code,Population,gdp_per_capita_2017ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd,,,,,
2006,ABW,100834,39043,35167,24045,,,,,
2007,ABW,101222,39593,36621,25835,,,,,
2008,ABW,101358,39504,37249,27085,,,,,
2009,ABW,101455,35315,33553,24630,,,,,
2010,ABW,101669,33942,32624,23513,,,,,
2011,ABW,102046,34982,34326,24986,,,,,
2012,ABW,102560,34330,33569,24714,,,,,
2013,ABW,103159,35563,36478,26189,,,,,
2014,ABW,103774,35459,36444,26648,,,,,
2015,ABW,104341,37276,36765,27981,,,,,
2016,ABW,104872,37866,37359,28281,,,,,
2017,ABW,105366,38442,38442,29008,,,,,
2018,ABW,105845,,,,,,,,
2019,ABW,106314,,,,,,,,
2006,AFG,26433049,1316,1078,264,,,,,
2007,AFG,27100536,1461,1229,360,,,,,
2008,AFG,27722276,1484,1273,365,,,,,
2009,AFG,28394813,1759,1520,438,,,,,
2010,AFG,29185507,1957,1711,543,,,,,
2011,AFG,30117413,1905,1699,591,,,,,
2012,AFG,31161376,2075,1915,642,,,,,
2013,AFG,32269589,2116,2016,637,,,,,
2014,AFG,33370794,2102,2069,614,,,,,
2015,AFG,34413603,2068,2087,578,,,,,
2016,AFG,35383128,2057,1981,509,,,,,
2017,AFG,36296400,2058,2058,520,,,,,
2018,AFG,37172386,2034,2083,494,,,,,
2019,AFG,38041754,2065,2156,507,,,,,
2006,AGO,20149901,6681,5362,2600,,,,,
2007,AGO,20905363,7342,6051,3122,,,,,
2008,AGO,21695634,7864,6607,4081,,,,,
2009,AGO,22514281,7643,6471,3123,,,,,
2010,AGO,23356246,7692,6588,3588,,,,,
2011,AGO,24220661,7675,6711,4615,,,,,
2012,AGO,25107931,8037,7413,5100,,,,,
2013,AGO,26015780,8141,7682,5255,,,,,
2014,AGO,26941779,8240,8179,5408,,,,,
2015,AGO,27884381,8036,7338,4167,,,,,
2016,AGO,28842484,7569,7103,3506,,,,,
2017,AGO,29816748,7311,7311,4096,,,,,
2018,AGO,30809762,6934,7102,3290,,,,,
2019,AGO,31825295,6670,6966,2791,,,,,
2006,ALB,2992547,8597,6558,2973,,,,,
2007,ALB,2970017,9180,7275,3595,,,,,
2008,ALB,2947314,9944,8228,4371,,,,,
2009,ALB,2927519,10347,8820,4114,,,,,
2010,ALB,2913021,10784,9636,4094,,,,,
2011,ALB,2905195,11088,10208,4437,,,,,
2012,ALB,2900401,11264,10526,4248,,,,,
2013,ALB,2895092,11398,10571,4413,,,,,
2014,ALB,2889104,11624,11259,4579,,,,,
2015,ALB,2880703,11916,11659,3953,,,,,
2016,ALB,2876101,12331,12079,4124,,,,,
2017,ALB,2873457,12812,12812,4531,,,,,
2018,ALB,2866376,13366,13974,5284,,,,,
2019,ALB,2854191,13724,14648,5353,,,,,
2006,AND,80993,,,42676,,,,,
2007,AND,82684,,,47804,,,,,
2008,AND,83862,,,48718,,,,,
2009,AND,84463,,,43503,,,,,
2010,AND,84449,,,40853,,,,,
2011,AND,83747,,,43335,,,,,
2012,AND,82427,,,38686,,,,,
2013,AND,80774,,,39539,,,,,
2014,AND,79213,,,41304,,,,,
2015,AND,78011,,,35763,,,,,
2016,AND,77297,,,37475,,,,,
2017,AND,77001,,,38963,,,,,
2018,AND,77006,,,41793,,,,,
2019,AND,77142,,,40886,,,,,
2006,ARE,5300174,86426,95678,41907,,,,,
2007,ARE,6168838,76620,87102,41810,,,,,
2008,ARE,7089487,68798,79731,44499,,,,,
2009,ARE,7917372,58375,68166,32024,,,,,
2010,ARE,8549988,54922,64882,33893,,,,,
2011,ARE,8946777,56123,67686,39195,,,,,
2012,ARE,9141596,57391,69102,40976,,,,,
2013,ARE,9197910,59922,70374,42413,,,,,
2014,ARE,9214175,62379,73619,43752,,,,,
2015,ARE,9262900,65219,64902,38663,,,,,
2016,ARE,9360980,66511,63969,38142,,,,,
2017,ARE,9487203,67184,67184,40645,,,,,
2018,ARE,9630959,66968,68600,43839,,,,,
2019,ARE,9770529,67119,70089,43103,,,,,
2006,ARG,39289878,20778,14952,5919,,,,,
2007,ARG,39684295,22424,16570,7245,,,,,
2008,ARG,40080160,23103,17404,9021,,,,,
2009,ARG,40482788,21520,16335,8225,,,,,
2010,ARG,40788453,23521,18062,10386,,,,,
2011,ARG,41261490,24648,19322,12849,,,,,
2012,ARG,41733271,24119,19641,13083,,,,,
2013,ARG,42202935,24424,20132,13080,,,,,
2014,ARG,42669500,23550,19684,12335,,,,,
2015,ARG,43131966,23934,20105,13789,,,,,
2016,ARG,43590368,23190,20308,12790,,,,,
2017,ARG,44044811,23597,23597,14613,,,,,
2018,ARG,44494502,22759,23314,11633,,,,,
2019,ARG,44938712,22064,23040,9912,,,,,
2006,ARM,2958307,8464,6412,2158,,,,,
2007,ARM,2932618,9708,7552,3139,,,,,
2008,ARM,2907618,10468,8300,4011,,,,,
2009,ARM,2888092,9052,7233,2994,,,,,
2010,ARM,2877319,9286,7506,3218,,,,,
2011,ARM,2876538,9725,8025,3526,,,,,
2012,ARM,2884229,10398,9364,3682,,,,,
2013,ARM,2897584,10691,9836,3838,,,,,
2014,ARM,2912403,11020,10037,3986,,,,,
2015,ARM,2925553,11321,9970,3607,,,,,
2016,ARM,2936146,11303,10704,3592,,,,,
2017,ARM,2944809,12115,12115,3915,,,,,
2018,ARM,2951776,12715,13025,4220,,,,,
2019,ARM,2957731,13654,14258,4623,,,,,
2006,ASM,59107,,,8392,,,,,
2007,ASM,58365,,,8909,,,,,
2008,ASM,57492,,,9793,,,,,
2009,ASM,56683,,,11961,,,,,
2010,ASM,56079,,,10271,,,,,
2011,ASM,55759,,,10294,,,,,
2012,ASM,55667,,,11569,,,,,
2013,ASM,55713,,,11505,,,,,
2014,ASM,55791,,,11507,,,,,
2015,ASM,55812,,,11843,,,,,
2016,ASM,55741,,,11697,,,,,
2017,ASM,55620,,,10823,,,,,
2018,ASM,55465,,,11467,,,,,
2019,ASM,55312,,,,,,,,
2006,ATG,82704,21852,23183,13998,,,,,
2007,ATG,84026,23511,25614,15623,,,,,
2008,ATG,85397,23131,25690,16044,,,,,
2009,ATG,86746,20047,22435,14160,,,,,
2010,ATG,88028,18206,20612,13049,,,,,
2011,ATG,89253,17604,20347,12746,,,,,
2012,ATG,90409,17966,19598,13272,,,,,
2013,ATG,91516,17642,18796,12910,,,,,
2014,ATG,92562,18104,19039,13502,,,,,
2015,ATG,93566,18595,18912,14286,,,,,
2016,ATG,94527,19418,19919,15198,,,,,
2017,ATG,95426,19840,19840,15383,,,,,
2018,ATG,96286,21116,21630,16673,,,,,
2019,ATG,97118,21910,22880,17113,,,,,
2006,AUS,20697900,42894,34289,36045,,,,,
2007,AUS,20827600,44266,36545,40960,,,,,
2008,AUS,21249200,44975,37459,49602,,,,,
2009,AUS,21691700,44910,40301,42772,,,,,
2010,AUS,22031750,45131,39301,52022,,,,,
2011,AUS,22340024,45605,41965,62518,,,,,
2012,AUS,22733465,46571,42827,68012,,,,,
2013,AUS,23128129,46960,45902,68150,,,,,
2014,AUS,23475686,47437,46880,62511,,,,,
2015,AUS,23815995,47784,46288,56756,,,,,
2016,AUS,24190907,48347,47340,49971,,,,,
2017,AUS,24601860,48633,48633,54028,,,,,
2018,AUS,24982688,49304,51391,57355,,,,,
2019,AUS,25364307,49612,53381,55060,,,,,
2006,AUT,8268641,50930,37612,40635,,,,,
2007,AUT,8295487,52657,39383,46856,,,,,
2008,AUT,8321496,53259,41316,51709,,,,,
2009,AUT,8343323,51120,40948,47963,,,,,
2010,AUT,8363404,51934,42041,46858,,,,,
2011,AUT,8391643,53273,44453,51375,,,,,
2012,AUT,8429991,53391,46457,48568,,,,,
2013,AUT,8479823,53091,47922,50717,,,,,
2014,AUT,8546356,53026,48800,51717,,,,,
2015,AUT,8642699,52967,49866,44178,,,,,
2016,AUT,8736668,53439,52684,45277,,,,,
2017,AUT,8797566,54343,54343,47427,,,,,
2018,AUT,8840521,55474,58851,51478,,,,,
2019,AUT,8877067,56030,60418,50138,,,,,
2006,AZE,8484550,9605,9387,2473,,,,,
2007,AZE,8581300,11915,11957,3851,,,,,
2008,AZE,8763400,12903,13201,5575,,,,,
2009,AZE,8947243,13822,14249,4950,,,,,
2010,AZE,9054332,14313,14927,5843,,,,,
2011,AZE,9173082,13905,14805,7190,,,,,
2012,AZE,9295784,14024,15958,7496,,,,,
2013,AZE,9416801,14653,17189,7876,,,,,
2014,AZE,9535079,14876,17444,7891,,,,,
2015,AZE,9649341,14854,14938,5500,,,,,
2016,AZE,9757812,14239,14371,3881,,,,,
2017,AZE,9854033,14121,14121,4147,,,,,
2018,AZE,9939771,14210,14556,4740,,,,,
2019,AZE,10023318,14404,15041,4794,,,,,
2006,BDI,7607849,815,599,167,,,,,
2007,BDI,7862214,816,615,172,,,,,
2008,BDI,8126102,828,636,198,,,,,
2009,BDI,8397668,832,644,212,,,,,
2010,BDI,8675602,846,663,234,,,,,
2011,BDI,8958406,853,682,250,,,,,
2012,BDI,9245988,863,691,252,,,,,
2013,BDI,9540289,877,741,257,,,,,
2014,BDI,9844297,886,777,275,,,,,
2015,BDI,10160030,825,842,306,,,,,
2016,BDI,10487998,795,797,282,,,,,
2017,BDI,10827024,774,774,293,,,,,
2018,BDI,11175378,762,780,272,,,,,
2019,BDI,11530580,752,785,261,,,,,
2006,BEL,10547958,47362,35212,38673,,,,,
2007,BEL,10625700,48745,36747,44263,,,,,
2008,BEL,10709973,48577,37883,48107,,,,,
2009,BEL,10796493,47214,37777,44584,,,,,
2010,BEL,10895586,48125,39870,44142,,,,,
2011,BEL,11038264,48308,40942,47349,,,,,
2012,BEL,11106932,48364,42291,44673,,,,,
2013,BEL,11159407,48358,43671,46745,,,,,
2014,BEL,11209057,48903,44930,47701,,,,,
2015,BEL,11274196,49613,46201,40992,,,,,
2016,BEL,11331422,49988,48597,41984,,,,,
2017,BEL,11375158,50597,50597,44193,,,,,
2018,BEL,11427054,51280,54330,47583,,,,,
2019,BEL,11484055,51915,56349,46421,,,,,
2006,BEN,8216897,2607,2135,855,,,,,
2007,BEN,8454793,2685,2258,965,,,,,
2008,BEN,8696921,2738,2348,1121,,,,,
2009,BEN,8944708,2724,2354,1084,,,,,
2010,BEN,9199259,2705,2364,1037,,,,,
2011,BEN,9460830,2708,2416,1130,,,,,
2012,BEN,9729248,2760,2498,1145,,,,,
2013,BEN,10004588,2877,2670,1251,,,,,
2014,BEN,10286842,2976,2833,1291,,,,,
2015,BEN,10575952,2946,2887,1077,,,,,
2016,BEN,10872067,2961,3005,1087,,,,,
2017,BEN,11175204,3045,3045,1137,,,,,
2018,BEN,11485048,3161,3238,1241,,,,,
2019,BEN,11801151,3287,3433,1219,,,,,
2006,BFA,13829176,1575,1291,473,,,,,
2007,BFA,14252021,1591,1340,535,,,,,
2008,BFA,14689725,1633,1402,643,,,,,
2009,BFA,15141098,1631,1411,624,,,,,
2010,BFA,15605217,1716,1502,648,,,,,
2011,BFA,16081911,1776,1587,751,,,,,
2012,BFA,16571246,1835,1619,758,,,,,
2013,BFA,17072775,1884,1683,787,,,,,
2014,BFA,17586017,1908,1692,793,,,,,
2015,BFA,18110624,1925,1714,653,,,,,
2016,BFA,18646378,1981,1895,688,,,,,
2017,BFA,19193284,2044,2044,735,,,,,
2018,BFA,19751535,2120,2172,813,,,,,
2019,BFA,20321378,2178,2275,787,,,,,
2006,BGD,140921167,2399,1902,510,,,,,
2007,BGD,142660376,2537,2065,558,,,,,
2008,BGD,144304167,2659,2207,635,,,,,
2009,BGD,145924797,2762,2310,702,,,,,
2010,BGD,147575430,2883,2439,781,,,,,
2011,BGD,149273778,3035,2621,862,,,,,
2012,BGD,151007807,3196,2938,883,,,,,
2013,BGD,152764676,3349,3144,982,,,,,
2014,BGD,154520167,3512,3368,1119,,,,,
2015,BGD,156256276,3700,3556,1248,,,,,
2016,BGD,157970840,3920,3849,1402,,,,,
2017,BGD,159670593,4161,4161,1564,,,,,
2018,BGD,161356039,4441,4550,1698,,,,,
2019,BGD,163046161,4754,4964,1856,,,,,
2006,BGR,7601022,15499,11393,4523,,,,,
2007,BGR,7545338,16637,12796,5885,,,,,
2008,BGR,7492561,17774,14336,7266,,,,,
2009,BGR,7444443,17285,14192,6988,,,,,
2010,BGR,7395599,17496,14879,6812,,,,,
2011,BGR,7348328,18024,15667,7809,,,,,
2012,BGR,7305888,18193,16247,7396,,,,,
2013,BGR,7265115,18355,16589,7655,,,,,
2014,BGR,7223938,18807,17561,7877,,,,,
2015,BGR,7177991,19683,18343,7056,,,,,
2016,BGR,7127822,20579,20020,7549,,,,,
2017,BGR,7075947,21456,21456,8334,,,,,
2018,BGR,7025037,22279,23634,9428,,,,,
2019,BGR,6975761,23266,25312,9828,,,,,
2006,BHR,958418,46910,46201,19308,,,,,
2007,BHR,1035919,47001,47533,20977,,,,,
2008,BHR,1114641,46409,47848,23067,,,,,
2009,BHR,1185076,44759,46499,19356,,,,,
2010,BHR,1240860,44600,46873,20722,,,,,
2011,BHR,1278151,44158,47378,22514,,,,,
2012,BHR,1299943,45036,50676,23654,,,,,
2013,BHR,1315029,46931,51494,24744,,,,,
2014,BHR,1336075,48201,51102,24989,,,,,
2015,BHR,1371851,48111,45576,22634,,,,,
2016,BHR,1425791,47938,44769,22608,,,,,
2017,BHR,1494074,47710,47710,23743,,,,,
2018,BHR,1569439,46227,47353,23991,,,,,
2019,BHR,1641172,45011,47003,23504,,,,,
2006,BHS,331033,40597,32402,30714,,,,,
2007,BHS,337389,40408,33117,31472,,,,,
2008,BHS,343681,38747,32373,30627,,,,,
2009,BHS,349604,36500,30729,28552,,,,,
2010,BHS,354942,36504,31090,28443,,,,,
2011,BHS,359577,36254,31523,28006,,,,,
2012,BHS,363584,36961,32216,29486,,,,,
2013,BHS,367168,35620,31872,28784,,,,,
2014,BHS,370633,35659,33154,29980,,,,,
2015,BHS,374206,35400,33424,31295,,,,,
2016,BHS,377931,35557,34154,31563,,,,,
2017,BHS,381761,36297,36297,32719,,,,,
2018,BHS,385640,37020,37921,33768,,,,,
2019,BHS,389482,37101,38743,34864,,,,,
2006,BIH,3765424,9888,7404,3417,,,,,
2007,BIH,3762786,10475,8187,4193,,,,,
2008,BIH,3754271,11070,9029,5091,,,,,
2009,BIH,3735938,10790,9035,4715,,,,,
2010,BIH,3705472,10973,9355,4636,,,,,
2011,BIH,3661175,11213,9976,5093,,,,,
2012,BIH,3604972,11294,10304,4779,,,,,
2013,BIH,3542605,11763,11017,5131,,,,,
2014,BIH,3482104,12105,11433,5330,,,,,
2015,BIH,3429361,12671,12011,4727,,,,,
2016,BIH,3386267,13236,13072,4995,,,,,
2017,BIH,3351527,13798,13798,5395,,,,,
2018,BIH,3323929,14433,15388,6072,,,,,
2019,BIH,3301000,14922,16289,6109,,,,,
2006,BLR,9604924,13215,10995,3847,,,,,
2007,BLR,9560953,14417,12317,4736,,,,,
2008,BLR,9527985,15943,13886,6377,,,,,
2009,BLR,9506765,16010,14051,5351,,,,,
2010,BLR,9490583,17288,15349,6029,,,,,
2011,BLR,9473172,18252,16543,6519,,,,,
2012,BLR,9464495,18577,18072,6940,,,,,
2013,BLR,9465997,18760,18948,7979,,,,,
2014,BLR,9474511,19067,18956,8319,,,,,
2015,BLR,9489616,18308,18041,5949,,,,,
2016,BLR,9501534,17823,17726,5023,,,,,
2017,BLR,9498264,18280,18280,5762,,,,,
2018,BLR,9483499,18885,19345,6330,,,,,
2019,BLR,9466856,19150,19997,6663,,,,,
2006,BLZ,291329,7431,7307,4154,,,,,
2007,BLZ,299025,7277,7347,4252,,,,,
2008,BLZ,306823,7339,7554,4404,,,,,
2009,BLZ,314655,7173,7439,4186,,,,,
2010,BLZ,322464,7209,7564,4271,,,,,
2011,BLZ,330237,7175,7685,4423,,,,,
2012,BLZ,338000,7179,7273,4506,,,,,
2013,BLZ,345715,7110,7227,4569,,,,,
2014,BLZ,353366,7209,7171,4706,,,,,
2015,BLZ,360933,7259,7244,4776,,,,,
2016,BLZ,368400,7118,7179,4818,,,,,
2017,BLZ,375769,7109,7109,4888,,,,,
2018,BLZ,383071,7118,7292,4885,,,,,
2019,BLZ,390353,7005,7315,4815,,,,,
2006,BMU,64523,95615,71581,95222,,,,,
2007,BMU,64888,98258,75535,104287,,,,,
2008,BMU,65273,95856,75122,106935,,,,,
2009,BMU,65636,89962,71040,101408,,,,,
2010,BMU,65124,88400,70620,101875,,,,,
2011,BMU,64564,85829,69999,97774,,,,,
2012,BMU,64798,80982,67454,98432,,,,,
2013,BMU,65001,80504,68993,99472,,,,,
2014,BMU,65138,77361,68775,98468,,,,,
2015,BMU,65237,77843,71873,102006,,,,,
2016,BMU,64554,78149,76362,106886,,,,,
2017,BMU,63873,81835,81835,111821,,,,,
2018,BMU,63920,81421,83404,113021,,,,,
2019,BMU,63918,81798,85418,117089,,,,,
2006,BOL,9395446,5921,4335,1219,,,,,
2007,BOL,9558439,6085,4576,1373,,,,,
2008,BOL,9721454,6351,4868,1715,,,,,
2009,BOL,9884781,6456,4986,1754,,,,,
2010,BOL,10048590,6613,5167,1955,,,,,
2011,BOL,10212954,6845,5460,2346,,,,,
2012,BOL,10377676,7081,5922,2610,,,,,
2013,BOL,10542376,7444,6625,2908,,,,,
2014,BOL,10706517,7731,7057,3082,,,,,
2015,BOL,10869730,7984,7134,3036,,,,,
2016,BOL,11031813,8203,7500,3077,,,,,
2017,BOL,11192854,8424,8424,3351,,,,,
2018,BOL,11353142,8656,8866,3549,,,,,
2019,BOL,11513100,8724,9111,3552,,,,,
2006,BRA,188167356,12918,11642,5886,,,,,
2007,BRA,190130443,13561,12550,7348,,,,,
2008,BRA,192030362,14110,13313,8831,,,,,
2009,BRA,193886508,13958,13269,8598,,,,,
2010,BRA,195713635,14868,14300,11286,,,,,
2011,BRA,197514534,15318,15040,13246,,,,,
2012,BRA,199287296,15474,15046,12370,,,,,
2013,BRA,201035903,15800,15589,12300,,,,,
2014,BRA,202763735,15744,15719,12113,,,,,
2015,BRA,204471769,15059,14744,8814,,,,,
2016,BRA,206163058,14446,14256,8710,,,,,
2017,BRA,207833831,14520,14520,9925,,,,,
2018,BRA,209469333,14596,14952,9001,,,,,
2019,BRA,211049527,14652,15300,8717,,,,,
2006,BRB,277477,16613,16098,15199,,,,,
2007,BRB,278700,16904,16820,16771,,,,,
2008,BRB,279946,16947,17191,17093,,,,,
2009,BRB,281104,16020,16375,15886,,,,,
2010,BRB,282131,15597,16128,16056,,,,,
2011,BRB,282987,15445,16304,16458,,,,,
2012,BRB,283700,15336,15310,16250,,,,,
2013,BRB,284296,15088,15335,16451,,,,,
2014,BRB,284825,15042,15175,16489,,,,,
2015,BRB,285324,15383,15511,16525,,,,,
2016,BRB,285796,15738,15952,16900,,,,,
2017,BRB,286233,15789,15789,17391,,,,,
2018,BRB,286641,15675,16057,17745,,,,,
2019,BRB,287025,15639,16331,18148,,,,,
2006,BRN,370263,71843,79773,30980,,,,,
2007,BRN,374965,71052,81013,32664,,,,,
2008,BRN,379421,68856,80036,37934,,,,,
2009,BRN,383906,66850,78298,27956,,,,,
2010,BRN,388646,67751,80278,35270,,,,,
2011,BRN,393688,69389,83935,47056,,,,,
2012,BRN,398989,69092,88248,47741,,,,,
2013,BRN,404421,66715,83787,44740,,,,,
2014,BRN,409769,64192,81373,41727,,,,,
2015,BRN,414907,63149,62542,31165,,,,,
2016,BRN,419800,60866,56296,27158,,,,,
2017,BRN,424473,60996,60996,28572,,,,,
2018,BRN,428962,60389,61860,31628,,,,,
2019,BRN,433285,62100,64848,31087,,,,,
2006,BTN,657410,5762,4412,1331,,,,,
2007,BTN,664876,6743,5303,1757,,,,,
2008,BTN,671613,6996,5608,1828,,,,,
2009,BTN,678323,7394,5973,1819,,,,,
2010,BTN,685503,8191,6694,2258,,,,,
2011,BTN,693298,8745,7296,2563,,,,,
2012,BTN,701583,9084,7912,2539,,,,,
2013,BTN,710238,9164,7990,2473,,,,,
2014,BTN,719056,9574,8666,2652,,,,,
2015,BTN,727876,10086,9501,2753,,,,,
2016,BTN,736709,10775,10457,2931,,,,,
2017,BTN,745568,11142,11142,3287,,,,,
2018,BTN,754394,11348,11625,3243,,,,,
2019,BTN,763092,11832,12356,3316,,,,,
2006,BWA,1835908,13257,11743,5522,,,,,
2007,BWA,1875459,14052,12781,5833,,,,,
2008,BWA,1915639,14616,13553,5714,,,,,
2009,BWA,1953498,13236,12367,5256,,,,,
2010,BWA,1987105,14126,13352,6435,,,,,
2011,BWA,2015402,14770,14253,7617,,,,,
2012,BWA,2039551,15246,13591,7051,,,,,
2013,BWA,2062536,16786,14708,7225,,,,,
2014,BWA,2088614,17264,16301,7781,,,,,
2015,BWA,2120716,16714,15547,6800,,,,,
2016,BWA,2159944,17117,17260,7244,,,,,
2017,BWA,2205128,17253,17253,7893,,,,,
2018,BWA,2254126,17634,18064,8280,,,,,
2019,BWA,2303697,17767,18553,7961,,,,,
2006,CAF,4118069,1055,789,355,,,,,
2007,CAF,4198010,1083,832,404,,,,,
2008,CAF,4273366,1085,850,465,,,,,
2009,CAF,4337625,1161,916,475,,,,,
2010,CAF,4386768,1201,959,488,,,,,
2011,CAF,4418636,1243,1013,552,,,,,
2012,CAF,4436415,1300,1102,566,,,,,
2013,CAF,4447942,825,738,380,,,,,
2014,CAF,4464175,823,720,424,,,,,
2015,CAF,4493170,853,787,377,,,,,
2016,CAF,4537687,884,851,402,,,,,
2017,CAF,4596028,913,913,451,,,,,
2018,CAF,4666377,933,956,476,,,,,
2019,CAF,4745185,945,987,468,,,,,
2006,CAN,32571174,43456,37995,40386,,,,,
2007,CAN,32889025,45992,39452,44543,,,,,
2008,CAN,33247118,45955,40276,46594,,,,,
2009,CAN,33628895,44103,38795,40773,,,,,
2010,CAN,34004889,44963,40020,47448,,,,,
2011,CAN,34339328,45926,41569,52087,,,,,
2012,CAN,34714222,46231,42291,52678,,,,,
2013,CAN,35082954,46810,44299,52653,,,,,
2014,CAN,35437435,47672,45754,50893,,,,,
2015,CAN,35702908,47630,44670,43586,,,,,
2016,CAN,36109487,47565,46472,42322,,,,,
2017,CAN,36543321,48490,48490,45149,,,,,
2018,CAN,37057765,48780,50939,46313,,,,,
2019,CAN,37589262,48887,51669,46195,,,,,
2006,CHE,7483934,62724,45093,57580,,,,,
2007,CHE,7551117,64723,49734,63555,,,,,
2008,CHE,7647675,65282,52585,72488,,,,,
2009,CHE,7743831,63039,51797,69927,,,,,
2010,CHE,7824909,64259,53112,74606,,,,,
2011,CHE,7912398,64624,56184,88416,,,,,
2012,CHE,7996861,64585,57850,83538,,,,,
2013,CHE,8089346,65029,60109,85112,,,,,
2014,CHE,8188649,65814,61902,86606,,,,,
2015,CHE,8282396,65937,63922,82082,,,,,
2016,CHE,8373338,66344,65727,80172,,,,,
2017,CHE,8451840,66911,66911,80450,,,,,
2018,CHE,8514329,68246,70878,82818,,,,,
2019,CHE,8574832,68394,72376,81994,,,,,
2006,CHI,153008,,,63240,,,,,
2007,CHI,154636,,,74463,,,,,
2008,CHI,156433,,,,,,,,
2009,CHI,158178,,,,,,,,
2010,CHI,159734,,,,,,,,
2011,CHI,160998,,,,,,,,
2012,CHI,162056,,,,,,,,
2013,CHI,163038,,,,,,,,
2014,CHI,164100,,,,,,,,
2015,CHI,165385,,,,,,,,
2016,CHI,166923,,,,,,,,
2017,CHI,168665,,,,,,,,
2018,CHI,170499,,,,,,,,
2019,CHI,172259,,,,,,,,
2006,CHL,16354504,19665,15754,9465,,,,,
2007,CHL,16530195,20410,16942,10502,,,,,
2008,CHL,16708258,20906,16502,10751,,,,,
2009,CHL,16886186,20362,16160,10209,,,,,
2010,CHL,17062536,21329,18162,12808,,,,,
2011,CHL,17233576,22408,20343,14637,,,,,
2012,CHL,17400347,23373,21508,15352,,,,,
2013,CHL,17571507,24082,22439,15843,,,,,
2014,CHL,17758959,24249,22787,14671,,,,,
2015,CHL,17969353,24517,22699,13574,,,,,
2016,CHL,18209068,24608,23438,13754,,,,,
2017,CHL,18470439,24548,24548,14999,,,,,
2018,CHL,18729160,25165,25513,15925,,,,,
2019,CHL,18952038,25131,27002,14896,,,,,
2006,CHN,1311020000,5980,5837,2099,,,,,
2007,CHN,1317885000,6795,6811,2694,,,,,
2008,CHN,1324655000,7413,7574,3468,,,,,
2009,CHN,1331260000,8069,8308,3832,,,,,
2010,CHN,1337705000,8885,9254,4550,,,,,
2011,CHN,1344130000,9687,10300,5618,,,,,
2012,CHN,1350695000,10398,11198,6317,,,,,
2013,CHN,1357380000,11150,11924,7051,,,,,
2014,CHN,1364270000,11917,12550,7679,,,,,
2015,CHN,1371220000,12692,12979,8067,,,,,
2016,CHN,1378665000,13488,13573,8148,,,,,
2017,CHN,1386395000,14344,14344,8879,,,,,
2018,CHN,1392730000,15243,15614,9977,,,,,
2019,CHN,1397715000,16092,16804,10217,,,,,
2006,CIV,18754916,3646,2354,950,,,,,
2007,CIV,19171237,3630,2407,1063,,,,,
2008,CIV,19605569,3640,2460,1241,,,,,
2009,CIV,20059147,3673,2502,1215,,,,,
2010,CIV,20532950,3661,2522,1213,,,,,
2011,CIV,21028655,3418,2404,1209,,,,,
2012,CIV,21547188,3693,2626,1243,,,,,
2013,CIV,22087505,3923,2828,1416,,,,,
2014,CIV,22647683,4162,3127,1561,,,,,
2015,CIV,23226143,4417,4653,1973,,,,,
2016,CIV,23822714,4616,4727,2013,,,,,
2017,CIV,24437469,4831,4831,2111,,,,,
2018,CIV,25069229,5033,5156,2314,,,,,
2019,CIV,25716544,5213,5443,2276,,,,,
2006,CMR,18223674,3002,2445,1062,,,,,
2007,CMR,18730282,3064,2562,1194,,,,,
2008,CMR,19252666,3085,2630,1372,,,,,
2009,CMR,19789919,3067,2635,1315,,,,,
2010,CMR,20341241,3086,2682,1287,,,,,
2011,CMR,20906388,3127,2774,1405,,,,,
2012,CMR,21485266,3181,2855,1355,,,,,
2013,CMR,22077298,3263,3003,1466,,,,,
2014,CMR,22681858,3363,3185,1543,,,,,
2015,CMR,23298368,3459,3261,1328,,,,,
2016,CMR,23926539,3524,3405,1364,,,,,
2017,CMR,24566045,3555,3555,1425,,,,,
2018,CMR,25216237,3604,3691,1534,,,,,
2019,CMR,25876380,3642,3803,1507,,,,,
2006,COD,56578037,794,545,255,,,,,
2007,COD,58453683,817,576,286,,,,,
2008,COD,60411195,840,603,328,,,,,
2009,COD,62448574,836,605,299,,,,,
2010,COD,64563854,866,634,334,,,,,
2011,COD,66755153,895,669,387,,,,,
2012,COD,69020747,927,670,425,,,,,
2013,COD,71358807,972,753,458,,,,,
2014,COD,73767447,1030,850,487,,,,,
2015,COD,76244544,1065,905,497,,,,,
2016,COD,78789127,1056,964,471,,,,,
2017,COD,81398764,1060,1060,467,,,,,
2018,COD,84068091,1086,1112,557,,,,,
2019,COD,86790567,1098,1147,581,,,,,
2006,COG,3745141,4886,4696,2155,,,,,
2007,COG,3876119,4409,4351,2266,,,,,
2008,COG,4011486,4529,4556,2904,,,,,
2009,COG,4145391,4893,4959,2346,,,,,
2010,COG,4273731,5217,5350,3077,,,,,
2011,COG,4394844,5185,5428,3562,,,,,
2012,COG,4510198,5555,6336,3923,,,,,
2013,COG,4622761,5381,6069,3885,,,,,
2014,COG,4736974,5564,5888,3754,,,,,
2015,COG,4856095,5252,4664,2461,,,,,
2016,COG,4980999,4599,3884,2075,,,,,
2017,COG,5110702,4274,4274,2191,,,,,
2018,COG,5244363,3907,4002,2578,,,,,
2019,COG,5380508,3673,3836,2280,,,,,
2006,COK,,,,,,,,,
2007,COK,,,,,,,,,
2008,COK,,,,,,,,,
2009,COK,,,,,,,,,
2010,COK,,,,,,,,,
2011,COK,,,,,,,,,
2012,COK,,,,,,,,,
